class,genus,species,adult_body_mass_g,longevity_y
Aves,Chlorostilbon,bracei,3.3225,-999
Aves,Chlorostilbon,canivetii,2.725,-999
Aves,Chlorostilbon,forficatus,2.725,-999
Aves,Chlorostilbon,gibsoni,2.75,-999
Aves,Chlorostilbon,lucidus,3.5,-999
Aves,Chlorostilbon,maugaeus,3.675,-999
Aves,Chlorostilbon,melanorhynchus,2.75,-999
Aves,Chlorostilbon,mellisugus,2.725,-999
Aves,Chlorostilbon,olivaresi,3.7,-999
Aves,Chlorostilbon,poortmani,-999,-999
Aves,Chlorostilbon,ricordii,3.445,-999
Aves,Chlorostilbon,russatus,-999,-999
Aves,Chlorostilbon,stenurus,-999,-999
Aves,Chlorostilbon,swainsonii,4.025,-999
Aves,Chrysolampis,mosquitus,4.2125,-999
Aves,Chrysuronia,oenone,5.15,-999
Aves,Clytolaema,rubricauda,7.9,-999
Aves,Coeligena,bonapartei,6.6,-999
Aves,Coeligena,coeligena,6.666666667,-999
Aves,Coeligena,helianthea,6.65,-999
Aves,Coeligena,iris,6.9,-999
Aves,Coeligena,lutetiae,7.6,-999
Aves,Coeligena,orina,6.6,-999
Aves,Coeligena,phalerata,6.1,-999
Aves,Coeligena,prunellei,7,-999
Aves,Coeligena,torquata,7.2,-999
Aves,Coeligena,violifer,7.55,-999
Aves,Coeligena,wilsoni,6.85,-999
Aves,Colibri,coruscans,6.7,-999
Aves,Colibri,delphinae,6.4,-999
Aves,Colibri,serrirostris,6.7,-999
Aves,Colibri,thalassinus,5.231666667,-999
Aves,Cyanophaia,bicolor,4.5,-999
Aves,Cynanthus,doubledayi,3.3,7.5
Aves,Cynanthus,latirostris,3.3,7.5
Aves,Cynanthus,sordidus,3.85,-999
Aves,Damophila,julie,3.45,-999
Aves,Discosura,conversii,3,-999
Aves,Discosura,langsdorffi,2.65,-999
Aves,Discosura,longicaudus,3.4,-999
Aves,Discosura,popelairii,2.5,-999
Aves,Doricha,eliza,2.5,-999
Aves,Doricha,enicura,2.4,-999
Aves,Doryfera,johannae,4.55,-999
Aves,Doryfera,ludovicae,5.65,-999
Aves,Elvira,chionura,3.1,-999
Aves,Elvira,cupreiceps,3.1,-999
Aves,Ensifera,ensifera,11.25,-999
Aves,Eriocnemis,aline,4.25,-999
Aves,Eriocnemis,cupreoventris,5.275,-999
Aves,Eriocnemis,glaucopoides,3.725,-999
Aves,Eriocnemis,godini,-999,-999
Aves,Eriocnemis,luciani,6,-999
Aves,Eriocnemis,mosquera,5.3,-999
Aves,Eriocnemis,nigrivestis,-999,-999
Aves,Eriocnemis,vestita,4.85,-999
Aves,Eugenes,fulgens,8.1,10.1
Aves,Eulampis,holosericeus,5.8,-999
Aves,Eulampis,jugularis,9.533333333,-999
Aves,Eupetomena,macroura,9,-999
Aves,Eupherusa,cyanophrys,4.75,-999
Aves,Eupherusa,eximia,4.3,-999
Aves,Eupherusa,nigriventris,3.45,-999
Aves,Eupherusa,poliocerca,4.3,-999
Aves,Eutoxeres,aquila,10.8,-999
Aves,Eutoxeres,condamini,10.7,-999
Aves,Florisuga,fusca,8.1,-999
Aves,Florisuga,mellivora,7.1,-999
Aves,Glaucis,aeneus,6,-999
Aves,Glaucis,dohrnii,5.8,-999
Aves,Glaucis,hirsutus,6.85,-999
Aves,Goethalsia,bella,3.4,-999
Aves,Goldmania,violiceps,3.975,-999
Aves,Haplophaedia,assimilis,5.275,-999
Aves,Haplophaedia,aureliae,5.35,-999
Aves,Haplophaedia,lugens,7.15,-999
Aves,Heliactin,bilophus,4.4,-999
Aves,Heliangelus,amethysticollis,5.3,-999
Aves,Heliangelus,exortis,4.6,-999
Aves,Heliangelus,mavors,4.2,-999
Aves,Heliangelus,regalis,3.6,-999
Aves,Heliangelus,strophianus,5.475,-999
Aves,Heliangelus,viola,5.4,-999
Aves,Heliodoxa,aurescens,6.075,-999
Aves,Heliodoxa,branickii,5.25,-999
Aves,Heliodoxa,gularis,6.475,-999
Aves,Heliodoxa,imperatrix,8.8,-999
Aves,Heliodoxa,jacula,8.575,-999
Aves,Heliodoxa,leadbeateri,7.2,-999
Aves,Heliodoxa,rubinoides,7.8,-999
Aves,Heliodoxa,schreibersii,8.5,-999
Aves,Heliodoxa,xanthogonys,7,-999
Aves,Heliomaster,constantii,7.5,-999
Aves,Heliomaster,furcifer,5.55,-999
Aves,Heliomaster,longirostris,6.8375,-999
Aves,Heliomaster,squamosus,5.9,-999
Aves,Heliothryx,auritus,5.4,-999
Aves,Heliothryx,barroti,5.55,-999
Aves,Hylocharis,chrysura,4.375,-999
Aves,Hylocharis,cyanus,3.475,-999
Aves,Hylocharis,eliciae,3.7,-999
Aves,Hylocharis,grayi,5.6,-999
Aves,Hylocharis,humboldtii,5.65,-999
Aves,Hylocharis,sapphirina,4.125,-999
Aves,Klais,guimeti,2.6,-999
Aves,Lafresnaya,lafresnayi,5.3,-999
Aves,Lampornis,amethystinus,5.2,-999
Aves,Lampornis,calolaemus,5.6,-999
Aves,Lampornis,castaneoventris,5.475,-999
Aves,Lampornis,cinereicauda,5.6,-999
Aves,Lampornis,clemenciae,7.6,9.958333333
Aves,Lampornis,hemileucus,5.85,-999
Aves,Lampornis,viridipallens,5.35,-999
Aves,Lamprolaima,rhami,8.025,8
Aves,Lepidopyga,coeruleogularis,3.95,-999
Aves,Lepidopyga,goudoti,4,-999
Aves,Lepidopyga,lilliae,3.95,-999
Aves,Lesbia,nuna,4.8,-999
Aves,Lesbia,victoriae,4.9,-999
Aves,Leucippus,baeri,4.5,-999
Aves,Leucippus,chlorocercus,4.6,-999
Aves,Leucippus,fallax,6,-999
Aves,Leucippus,taczanowskii,6.6,-999
Aves,Leucochloris,albicollis,6.3,-999
Aves,Loddigesia,mirabilis,3,-999
Aves,Lophornis,adorabilis,2.7,-999
Aves,Lophornis,chalybeus,3,-999
Aves,Lophornis,delattrei,2.8,-999
Aves,Lophornis,gouldii,2.4,-999
Aves,Lophornis,helenae,2.7,-999
Aves,Lophornis,magnificus,2.7,-999
Aves,Lophornis,ornatus,2.4,-999
Aves,Lophornis,pavoninus,3,-999
Aves,Mellisuga,helenae,1.9,8.5
Aves,Mellisuga,minima,2.2,-999
Aves,Metallura,aeneocauda,5.125,-999
Aves,Metallura,baroni,4.6,-999
Aves,Metallura,eupogon,4.875,-999
Aves,Metallura,odomae,5.1,-999
Aves,Metallura,phoebe,5.5,-999
Aves,Metallura,theresiae,4.85,-999
Aves,Metallura,tyrianthina,3.775,-999
Aves,Metallura,williami,4.525,-999
Aves,Microchera,albocoronata,2.6,-999
Aves,Microstilbon,burmeisteri,2.5,-999
Aves,Myrtis,fanny,2.3,-999
Aves,Ocreatus,underwoodii,3.025,-999
Aves,Oreonympha,nobilis,7.7,-999
Aves,Oreotrochilus,chimborazo,8.2,-999
Aves,Oreotrochilus,estella,8.25,-999
Aves,Oreotrochilus,leucopleurus,-999,-999
Aves,Oreotrochilus,melanogaster,9.1,-999
Aves,Orthorhyncus,cristatus,3.033333333,-999
Aves,Oxypogon,guerinii,4.8,-999
Aves,Panterpe,insignis,5.7,-999
Aves,Patagona,gigas,20.2,-999
Aves,Phaeochroa,cuvierii,8.9,-999
Aves,Phaethornis,anthophilus,5.95,-999
Aves,Phaethornis,atrimentalis,2.6,-999
Aves,Phaethornis,augusti,5.5,-999
Aves,Phaethornis,bourcieri,4.3,-999
Aves,Phaethornis,eurynome,5.3,-999
Aves,Phaethornis,griseogularis,2.3,-999
Aves,Phaethornis,guy,6.15,-999
Aves,Phaethornis,hispidus,5,-999
Aves,Phaethornis,idaliae,2.6,-999
Aves,Phaethornis,koepckeae,5.05,-999
Aves,Phaethornis,longirostris,6,-999
Aves,Phaethornis,longuemareus,2.8,-999
Aves,Phaethornis,malaris,5.9,-999
Aves,Phaethornis,mexicanus,6,-999
Aves,Phaethornis,nattereri,3.1,-999
Aves,Phaethornis,philippii,4.7,-999
Aves,Phaethornis,pretrei,5.6,-999
Aves,Phaethornis,ruber,2.15,-999
Aves,Phaethornis,rupurumii,3.7,-999
Aves,Phaethornis,squalidus,3.4,-999
Aves,Phaethornis,striigularis,2.8,-999
Aves,Phaethornis,stuarti,2.2,-999
Aves,Phaethornis,subochraceus,3.8,-999
Aves,Phaethornis,superciliosus,5.75,-999
Aves,Phaethornis,syrmatophorus,5.8,-999
Aves,Phaethornis,yaruqui,5.5,-999
Aves,Phlogophilus,harterti,2.675,-999
Aves,Phlogophilus,hemileucurus,2.8,-999
Aves,Polyonymus,caroli,4.675,-999
Aves,Polytmus,guainumbi,5.2,-999
Aves,Polytmus,milleri,4.1,-999
Aves,Polytmus,theresiae,3.8,-999
Aves,Pterophanes,cyanopterus,9.9,-999
Aves,Ramphodon,naevius,7.9,-999
Aves,Ramphomicron,microrhynchum,3.575,-999
Aves,Rhodopis,vesper,3.65,-999
Aves,Sappho,sparganurus,5.283333333,-999
Aves,Schistes,geoffroyi,3.675,-999
Aves,Selasphorus,calliope,2.6325,6.1
Aves,Selasphorus,flammula,2.675,-999
Aves,Selasphorus,platycercus,3.55,12.1
Aves,Selasphorus,rufus,3.5,8.9
Aves,Selasphorus,sasin,3.1675,4
Aves,Selasphorus,scintilla,2.2,-999
Aves,Sephanoides,fernandensis,8.95,-999
Aves,Sephanoides,sephaniodes,5.2,-999
Aves,Stephanoxis,lalandi,4,-999
Aves,Sternoclyta,cyanopectus,8.05,-999
Aves,Taphrospilus,hypostictus,6.975,-999
Aves,Thalurania,colombica,4.35,-999
Aves,Thalurania,furcata,4.1,-999
Aves,Thalurania,glaucopis,4.8,-999
Aves,Thalurania,ridgwayi,3.925,-999
Aves,Thalurania,watertonii,4.6,-999
Aves,Thaumastura,cora,1.9,-999
Aves,Threnetes,leucurus,5.85,-999
Aves,Threnetes,niger,5.6,-999
Aves,Threnetes,ruckeri,5.45,-999
Aves,Tilmatura,dupontii,2.2,-999
Aves,Topaza,pella,11.25,-999
Aves,Topaza,pyra,11.25,-999
Aves,Trochilus,polytmus,4.8,-999
Aves,Trochilus,scitulus,4.7,-999
Aves,Urochroa,bougueri,11.375,-999
Aves,Urosticte,benjamini,3.95,-999
Aves,Urosticte,ruficrissa,4,-999
Aves,Apteryx,australis,2600,35
Aves,Apteryx,haastii,2409,-999
Aves,Apteryx,mantelli,2631,35
Aves,Apteryx,owenii,1200,27
Aves,Apteryx,rowi,2600,35
Aves,Aceros,cassidix,2360,-999
Aves,Aceros,comatus,1470,-999
Aves,Aceros,corrugatus,1590,-999
Aves,Aceros,leucocephalus,1081,-999
Aves,Aceros,nipalensis,2385,-999
Aves,Aceros,waldeni,1081,-999
Aves,Anorrhinus,austeni,723,-999
Aves,Anorrhinus,galeritus,1190.5,-999
Aves,Anorrhinus,tickelli,804.5,-999
Aves,Anthracoceros,albirostris,775,-999
Aves,Anthracoceros,coronatus,755,-999
Aves,Anthracoceros,malayanus,1050,-999
Aves,Buceros,bicornis,2899.25,33.4
Aves,Buceros,hydrocorax,1418.5,-999
Aves,Buceros,rhinoceros,2382.5,-999
Aves,Bycanistes,albotibialis,976,-999
Aves,Bycanistes,brevis,1075,-999
Aves,Bycanistes,bucinator,653,-999
Aves,Bycanistes,cylindricus,921,-999
Aves,Bycanistes,fistulator,586.5,-999
Aves,Bycanistes,subcylindricus,1242,31.8
Aves,Ceratogymna,atrata,1203.5,19.3
Aves,Ceratogymna,brevis,1279,-999
Aves,Ceratogymna,elata,2012.5,-999
Aves,Ocyceros,birostris,375,-999
Aves,Ocyceros,gingalensis,238,-999
Aves,Ocyceros,griseus,290.5,-999
Aves,Penelopides,affinis,481.5,-999
Aves,Penelopides,exarhatus,370,-999
Aves,Penelopides,manillae,472,-999
Aves,Penelopides,mindorensis,462.25,-999
Aves,Penelopides,panini,472,-999
Aves,Penelopides,samarensis,481.5,-999
Aves,Rhinoplax,vigil,3060,-999
Aves,Rhyticeros,narcondami,725,-999
Aves,Rhyticeros,plicatus,1737.5,-999
Aves,Rhyticeros,subruficollis,1803,-999
Aves,Rhyticeros,undulatus,2268.75,-999
Aves,Tockus,alboterminatus,224.5,-999
Aves,Tockus,bradfieldi,196.5,-999
Aves,Tockus,camurus,107.5,-999
Aves,Tockus,damarensis,143.5,-999
Aves,Tockus,deckeni,179,-999
Aves,Tockus,erythrorhynchus,143.5,-999
Aves,Tockus,fasciatus,261,-999
Aves,Tockus,flavirostris,220,-999
Aves,Tockus,hartlaubi,110,-999
Aves,Tockus,hemprichii,297,-999
Aves,Tockus,jacksoni,179,-999
Aves,Tockus,kempi,143.5,-999
Aves,Tockus,leucomelas,197.5,-999
Aves,Tockus,monteiri,364,-999
Aves,Tockus,nasutus,200,-999
Aves,Tockus,pallidirostris,233.75,-999
Aves,Tockus,ruahae,143.5,-999
Aves,Tockus,rufirostris,143.5,-999
Aves,Tropicranus,albocristatus,289.5,-999
Aves,Bucorvus,abyssinicus,4000,40
Aves,Bucorvus,leadbeateri,3920.5,70
Aves,Phoeniculus,bollei,55.5,-999
Aves,Phoeniculus,castaneiceps,24.5,-999
Aves,Phoeniculus,damarensis,84,-999
Aves,Phoeniculus,granti,78,-999
Aves,Phoeniculus,purpureus,70.85,-999
Aves,Phoeniculus,somaliensis,70.65,-999
Aves,Rhinopomastus,aterrimus,28,-999
Aves,Rhinopomastus,cyanomelas,30.325,-999
Aves,Rhinopomastus,minor,22,-999
Aves,Upupa,africana,66.25,11.1
Aves,Upupa,epops,66.25,11.1
Aves,Upupa,marginata,68.05,11.1
Aves,Antrostomus,arizonae,54,9.5
Aves,Antrostomus,badius,59.8,-999
Aves,Antrostomus,carolinensis,115,14.83
Aves,Antrostomus,cubanensis,70,-999
Aves,Antrostomus,ekmani,70,-999
Aves,Antrostomus,noctitherus,53,4
Aves,Antrostomus,ridgwayi,48,-999
Aves,Antrostomus,rufus,94.2,-999
Aves,Antrostomus,salvini,56,-999
Aves,Antrostomus,saturatus,52,-999
Aves,Antrostomus,sericocaudatus,83,-999
Aves,Antrostomus,vociferus,53.7,4
Aves,Caprimulgus,aegyptius,78.9,-999
Aves,Caprimulgus,affinis,59.35,-999
Aves,Caprimulgus,andamanicus,66.2,-999
Aves,Caprimulgus,asiaticus,46,-999
Aves,Caprimulgus,atripennis,65,-999
Aves,Caprimulgus,batesi,100.5,-999
Aves,Caprimulgus,binotatus,63,-999
Aves,Caprimulgus,celebensis,66.2,-999
Aves,Caprimulgus,clarus,43.05,-999
Aves,Caprimulgus,climacurus,45.8,-999
Aves,Caprimulgus,donaldsoni,29.175,-999
Aves,Caprimulgus,europaeus,70.5,11.9
Aves,Caprimulgus,eximius,66.3,-999
Aves,Caprimulgus,fossii,59.2,-999
Aves,Caprimulgus,fraenatus,59.95,-999
Aves,Caprimulgus,indicus,87.5,-999
Aves,Caprimulgus,inornatus,50.05,-999
Aves,Caprimulgus,jotaka,87.5,-999
Aves,Caprimulgus,longipennis,49.5,-999
Aves,Caprimulgus,macrurus,66.2,-999
Aves,Caprimulgus,madagascariensis,41.1,-999
Aves,Caprimulgus,mahrattensis,57,-999
Aves,Caprimulgus,manillensis,68.8,-999
Aves,Caprimulgus,natalensis,80.85,-999
Aves,Caprimulgus,nigriscapularis,51.25,-999
Aves,Caprimulgus,nubicus,47.65,-999
Aves,Caprimulgus,pectoralis,54.4,-999
Aves,Caprimulgus,phalaena,87.5,-999
Aves,Caprimulgus,poliocephalus,44.65,-999
Aves,Caprimulgus,ruficollis,72,13.225
Aves,Caprimulgus,rufigena,54.6,-999
Aves,Caprimulgus,ruwenzorii,48.25,-999
Aves,Caprimulgus,stellatus,58.85,-999
Aves,Caprimulgus,tristigma,79.525,-999
Aves,Caprimulgus,vexillarius,73.575,-999
Aves,Chordeiles,acutipennis,49.9,-999
Aves,Chordeiles,gundlachii,79.3,9
Aves,Chordeiles,minor,79.3,9
Aves,Chordeiles,nacunda,159,-999
Aves,Chordeiles,pusillus,30.6,-999
Aves,Chordeiles,rupestris,-999,-999
Aves,Eleothreptus,anomalus,43.7,-999
Aves,Eleothreptus,candicans,46,-999
Aves,Eurostopodus,archboldi,78.5,-999
Aves,Eurostopodus,argus,100,-999
Aves,Eurostopodus,diabolicus,-999,-999
Aves,Eurostopodus,exul,140.25,-999
Aves,Eurostopodus,mystacalis,140.25,-999
Aves,Eurostopodus,nigripennis,140.25,-999
Aves,Eurostopodus,papuensis,80.5,-999
Aves,Gactornis,enarratus,52.8,-999
Aves,Hydropsalis,cayennensis,35.75,-999
Aves,Hydropsalis,climacocerca,46.5,-999
Aves,Hydropsalis,maculicaudus,31.4,-999
Aves,Hydropsalis,torquata,57.75,-999
Aves,Lurocalis,rufiventris,76.75,-999
Aves,Lurocalis,semitorquatus,76.75,-999
Aves,Lyncornis,macrotis,132.5,-999
Aves,Lyncornis,temminckii,95.9,-999
Aves,Nyctidromus,albicollis,54,-999
Aves,Nyctidromus,anthonyi,36.8,-999
Aves,Nyctiphrynus,mcleodii,34.95,-999
Aves,Nyctiphrynus,ocellatus,41.55,-999
Aves,Nyctiphrynus,rosenbergi,47.75,-999
Aves,Nyctiphrynus,yucatanicus,22.9,-999
Aves,Nyctipolus,nigrescens,36.85,-999
Aves,Nyctiprogne,leucopyga,27.3,-999
Aves,Phalaenoptilus,nuttallii,48.925,3
Aves,Setopagis,heterura,37,-999
Aves,Setopagis,parvula,37,-999
Aves,Setopagis,whitelyi,38,-999
Aves,Systellura,longirostris,45.6,-999
Aves,Uropsalis,lyra,71.25,-999
Aves,Uropsalis,segmentata,42.9,-999
Aves,Nyctibius,aethereus,440.5,-999
Aves,Nyctibius,bracteatus,52,-999
Aves,Nyctibius,grandis,546,-999
Aves,Nyctibius,griseus,172.5,-999
Aves,Nyctibius,jamaicensis,217.1666667,-999
Aves,Nyctibius,leucopterus,86.4,-999
Aves,Nyctibius,maculosus,88.25,-999
Aves,Batrachostomus,affinis,46.35,-999
Aves,Batrachostomus,auritus,206,-999
Aves,Batrachostomus,chaseni,46.35,-999
Aves,Batrachostomus,cornutus,46.35,-999
Aves,Batrachostomus,hodgsoni,51,-999
Aves,Batrachostomus,javensis,46.35,-999
Aves,Batrachostomus,moniliger,59,-999
Aves,Batrachostomus,septimus,87.1,-999
Aves,Batrachostomus,stellatus,50.275,-999
Aves,Podargus,ocellatus,169,-999
Aves,Podargus,papuensis,380.25,-999
Aves,Podargus,strigoides,349,-999
Aves,Rigidipenna,inexpectata,169,-999
Aves,Steatornis,caripensis,412.75,-999
Aves,Cariama,cristata,1575,-999
Aves,Chunga,burmeisteri,1303.75,-999
Aves,Casuarius,bennetti,30500,26
Aves,Casuarius,casuarius,44000,12
Aves,Casuarius,unappendiculatus,47300,22
Aves,Dromaius,novaehollandiae,36200,16.6
Aves,Aethia,cristatella,264,8.8
Aves,Aethia,psittacula,273,-999
Aves,Aethia,pusilla,85,6.241666667
Aves,Aethia,pygmaea,119.5,15
Aves,Alca,torda,720,18
Aves,Alle,alle,160,16
Aves,Brachyramphus,brevirostris,229,-999
Aves,Brachyramphus,marmoratus,222,8.6
Aves,Brachyramphus,perdix,225,8.6
Aves,Cepphus,carbo,490,-999
Aves,Cepphus,columba,487,12.08333333
Aves,Cepphus,grylle,390.5,22.95
Aves,Cerorhinca,monocerata,505,7.4
Aves,Fratercula,arctica,437.9166667,27.45833333
Aves,Fratercula,cirrhata,775,6
Aves,Fratercula,corniculata,581,20
Aves,Pinguinus,impennis,5000,-999
Aves,Ptychoramphus,aleuticus,184,10.2
Aves,Synthliboramphus,antiquus,206,5
Aves,Synthliboramphus,craveri,151,-999
Aves,Synthliboramphus,hypoleucus,167,15
Aves,Synthliboramphus,scrippsi,167,15
Aves,Synthliboramphus,wumizusume,202,5
Aves,Uria,aalge,991.5,29.58333333
Aves,Uria,lomvia,964,25.26666667
Aves,Burhinus,bistriatus,787,-999
Aves,Burhinus,capensis,425,-999
Aves,Burhinus,grallarius,667.9666667,-999
Aves,Burhinus,indicus,459,17.83166667
Aves,Burhinus,oedicnemus,459,17.83166667
Aves,Burhinus,senegalensis,330,-999
Aves,Burhinus,superciliaris,-999,-999
Aves,Burhinus,vermiculatus,312.825,-999
Aves,Esacus,magnirostris,1012.5,-999
Aves,Esacus,recurvirostris,790,-999
Aves,Anarhynchus,frontalis,58.125,-999
Aves,Charadrius,alexandrinus,42.3,15
Aves,Charadrius,alticola,44.95,-999
Aves,Charadrius,asiaticus,76.5,-999
Aves,Charadrius,bicinctus,59.4,7.166666667
Aves,Charadrius,collaris,28.3,-999
Aves,Charadrius,dubius,38.725,12.5415
Aves,Charadrius,falklandicus,65,-999
Aves,Charadrius,forbesi,31.35,-999
Aves,Charadrius,hiaticula,64.1,20.3585
Aves,Charadrius,leschenaultii,75,-999
Aves,Charadrius,marginatus,45.16666667,15
Aves,Charadrius,melodus,54.40833333,14
Aves,Charadrius,modestus,78,-999
Aves,Charadrius,mongolus,64,-999
Aves,Charadrius,montanus,100.71,10
Aves,Charadrius,morinellus,108.5,11.8
Aves,Charadrius,nivosus,42.3,15.08333333
Aves,Charadrius,obscurus,146,-999
Aves,Charadrius,pallidus,35.4,-999
Aves,Charadrius,pecuarius,33.5,-999
Aves,Charadrius,peronii,42,-999
Aves,Charadrius,placidus,61,-999
Aves,Charadrius,ruficapillus,41.2,15
Aves,Charadrius,sanctaehelenae,41.8,-999
Aves,Charadrius,semipalmatus,52,9.2
Aves,Charadrius,thoracicus,11.5,-999
Aves,Charadrius,tricollaris,31.35,-999
Aves,Charadrius,veredus,87.25,-999
Aves,Charadrius,vociferus,94.275,10.9
Aves,Charadrius,wilsonia,60.91666667,-999
Aves,Elseyornis,melanops,31.5,6.916666667
Aves,Erythrogonys,cinctus,51,-999
Aves,Hoploxypterus,cayanus,77.6,-999
Aves,Oreopholus,ruficollis,131.75,-999
Aves,Peltohyas,australis,84.8,-999
Aves,Peltohyas,cinctus,94,-999
Aves,Phegornis,mitchellii,36.25,-999
Aves,Pluvialis,apricaria,213.25,12.75
Aves,Pluvialis,dominica,151,8.9
Aves,Pluvialis,fulva,145.5,13
Aves,Pluvialis,squatarola,224,20.3
Aves,Thinornis,cucullatus,89.5,-999
Aves,Thinornis,novaeseelandiae,60.75,-999
Aves,Vanellus,albiceps,192,-999
Aves,Vanellus,armatus,156,13.71666667
Aves,Vanellus,chilensis,339.25,-999
Aves,Vanellus,cinereus,270,-999
Aves,Vanellus,coronatus,166,-999
Aves,Vanellus,crassirostris,170,-999
Aves,Vanellus,duvaucelii,158.75,-999
Aves,Vanellus,gregarius,231.25,-999
Aves,Vanellus,indicus,175.5,-999
Aves,Vanellus,leucurus,132,-999
Aves,Vanellus,lugubris,117,-999
Aves,Vanellus,macropterus,325,-999
Aves,Vanellus,malarbaricus,140,-999
Aves,Vanellus,melanocephalus,213.75,-999
Aves,Vanellus,melanopterus,181,-999
Aves,Vanellus,miles,379,-999
Aves,Vanellus,resplendens,213.5,-999
Aves,Vanellus,senegallus,238,-999
Aves,Vanellus,spinosus,187.65,17
Aves,Vanellus,superciliosus,150,-999
Aves,Vanellus,tectus,100,-999
Aves,Vanellus,tricolor,183,-999
Aves,Vanellus,vanellus,218,23.6
Aves,Chionis,albus,663.25,-999
Aves,Chionis,minor,551,-999
Aves,Dromas,ardeola,309.25,-999
Aves,Cursorius,coromandelicus,-999,-999
Aves,Cursorius,cursor,138,-999
Aves,Cursorius,rufus,131.5,-999
Aves,Cursorius,somalensis,138,-999
Aves,Cursorius,temminckii,69.2,-999
Aves,Glareola,cinerea,37.4,-999
Aves,Glareola,lactea,39.8,-999
Aves,Glareola,maldivarum,76,-999
Aves,Glareola,nordmanni,97.2,-999
Aves,Glareola,nuchalis,62.7,-999
Aves,Glareola,ocularis,92.5,-999
Aves,Glareola,pratincola,80.33333333,-999
Aves,Rhinoptilus,africanus,87.25,-999
Aves,Rhinoptilus,bitorquatus,164.5,-999
Aves,Rhinoptilus,chalcopterus,153.1,-999
Aves,Rhinoptilus,cinctus,109.6,-999
Aves,Stiltia,isabella,65.5,-999
Aves,Haematopus,ater,717.5,-999
Aves,Haematopus,bachmani,555,16
Aves,Haematopus,chathamensis,542,36
Aves,Haematopus,finschi,530.75,36
Aves,Haematopus,fuliginosus,789.2,-999
Aves,Haematopus,leucopodus,618,-999
Aves,Haematopus,longirostris,566.25,36
Aves,Haematopus,meadewaldoi,526,36
Aves,Haematopus,moquini,547.25,36
Aves,Haematopus,ostralegus,526,36
Aves,Haematopus,palliatus,560,26.5
Aves,Haematopus,unicolor,552.5,36
Aves,Ibidorhyncha,struthersii,294,-999
Aves,Actophilornis,africanus,200.475,-999
Aves,Actophilornis,albinucha,239,-999
Aves,Hydrophasianus,chirurgus,178.5,-999
Aves,Irediparra,gallinacea,108,-999
Aves,Jacana,jacana,120.85,-999
Aves,Jacana,spinosa,116.15,-999
Aves,Metopidius,indicus,155,-999
Aves,Microparra,capensis,41.3,-999
Aves,Anous,minutus,111.325,21.8
Aves,Anous,stolidus,180,24.91666667
Aves,Anous,tenuirostris,104.56,16.09166667
Aves,Chlidonias,albostriatus,93.85,-999
Aves,Chlidonias,hybrida,88,-999
Aves,Chlidonias,leucopterus,54.1,-999
Aves,Chlidonias,niger,63,17.2
Aves,Chroicocephalus,brunnicephalus,585,-999
Aves,Chroicocephalus,bulleri,230.5,-999
Aves,Chroicocephalus,cirrocephalus,322.5,7.918333333
Aves,Chroicocephalus,genei,281,31.685
Aves,Chroicocephalus,hartlaubii,292,-999
Aves,Chroicocephalus,maculipennis,351.75,-999
Aves,Chroicocephalus,novaehollandiae,295.375,14.66666667
Aves,Chroicocephalus,philadelphia,191,-999
Aves,Chroicocephalus,ridibundus,271.6666667,31.33333333
Aves,Chroicocephalus,saundersi,196.5,-999
Aves,Chroicocephalus,scopulinus,295.375,14.66666667
Aves,Chroicocephalus,serranus,478,-999
Aves,Creagrus,furcatus,687,-999
Aves,Gelochelidon,nilotica,220.5,15.75
Aves,Gygis,alba,115.5,17.8
Aves,Hydrocoloeus,minutus,118.5,20.867
Aves,Hydroprogne,caspia,654.6666667,29.79166667
Aves,Ichthyaetus,audouinii,545.25,20.90833333
Aves,Ichthyaetus,ichthyaetus,1423.5,9
Aves,Ichthyaetus,leucophthalmus,330,-999
Aves,Ichthyaetus,melanocephalus,256,15
Aves,Ichthyaetus,relictus,391.5,15
Aves,Larosterna,inca,199.5,-999
Aves,Larus,argentatus,1085,33.4165
Aves,Larus,armenicus,871,-999
Aves,Larus,atlanticus,770,-999
Aves,Larus,belcheri,642.75,-999
Aves,Larus,cachinnans,1089.5,32.083
Aves,Larus,californicus,670.25,28
Aves,Larus,canus,415.75,27.91833333
Aves,Larus,crassirostris,558.75,-999
Aves,Larus,delawarensis,518.5,28.58333333
Aves,Larus,dominicanus,989,13.08333333
Aves,Larus,fuscus,1010.25,32.75
Aves,Larus,glaucescens,1010,28.375
Aves,Larus,glaucoides,863,33
Aves,Larus,heermanni,500,24
Aves,Larus,hemprichii,482.25,-999
Aves,Larus,hyperboreus,1605.5,21
Aves,Larus,livens,1009.25,27.8
Aves,Larus,marinus,1658.5,25.74983333
Aves,Larus,michahellis,1089.5,31.99983333
Aves,Larus,occidentalis,931.5,27.8
Aves,Larus,pacificus,1313.5,14.5
Aves,Larus,schistisagus,1373,-999
Aves,Larus,smithsonianus,1085,32.083
Aves,Larus,thayeri,1012.625,33
Aves,Larus,vegae,1089.5,31.99983333
Aves,Leucophaeus,atricilla,308,19.8
Aves,Leucophaeus,fuliginosus,380,-999
Aves,Leucophaeus,modestus,329.5,-999
Aves,Leucophaeus,pipixcan,280,9.4
Aves,Leucophaeus,scoresbii,525,-999
Aves,Onychoprion,aleuticus,120,-999
Aves,Onychoprion,anaethetus,133.3,17.917
Aves,Onychoprion,fuscatus,183,33.83333333
