class,order,family,genus,species,subspecies,common_name,female_maturity_d,litter_or_clutch_size_n,litters_or_clutches_per_y,adult_body_mass_g,maximum_longevity_y,gestation_d,weaning_d,birth_or_hatching_weight_g,weaning_weight_g,egg_mass_g,incubation_d,fledging_age_d,longevity_y,male_maturity_d,inter_litter_or_interbirth_interval_y,female_body_mass_g,male_body_mass_g,no_sex_body_mass_g,egg_width_mm,egg_length_mm,fledging_mass_g,adult_svl_cm,male_svl_cm,female_svl_cm,birth_or_hatching_svl_cm,female_svl_at_maturity_cm,female_body_mass_at_maturity_g,no_sex_svl_cm,no_sex_maturity_d
Aves,Passeriformes,Acanthisittidae,Acanthisitta,chloris,-999,Rifleman,-999,4,1.5,6.525,5.166666667,-999,-999,-999,-999,1.35,19.5,24,5.166666667,-999,-999,7.55,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthisittidae,Xenicus,gilviventris,-999,New Zealand Rockwren,-999,3.1,-999,17.7,-999,-999,-999,-999,-999,2.55,-999,-999,-999,-999,-999,19.6,15.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthisittidae,Xenicus,longipes,-999,Bushwren,-999,-999,-999,16,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Acanthiza,apicalis,-999,Inland Thornbill,-999,-999,-999,7.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Acanthiza,chrysorrhoa,-999,Yellow-rumped Thornbill,-999,3.5,-999,9.375,-999,-999,-999,-999,-999,1.44,-999,-999,-999,-999,-999,9.8,9.4,9.2875,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Acanthiza,ewingii,-999,Tasmanian Thornbill,-999,3.5,-999,6.95,-999,-999,-999,-999,-999,1.46,-999,-999,-999,-999,-999,6.7,7.2,7.45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Acanthiza,inornata,-999,Western Thornbill,-999,3.5,-999,7,-999,-999,-999,-999,-999,1.35,-999,-999,-999,-999,-999,6.9,7.2,6.95,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Acanthiza,iredalei,-999,Slender-billed Thornbill,-999,3,-999,5.8,-999,-999,-999,-999,-999,0.93,-999,-999,-999,-999,-999,5.7,5.8,6.05,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Acanthiza,katherina,-999,Mountain Thornbill,-999,2.25,-999,6.85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.7,6.8,7.025,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Acanthiza,lineata,-999,Striated Thornbill,-999,3,-999,7.1,-999,-999,-999,-999,-999,1.32,-999,-999,-999,-999,-999,6.9,7,7.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Acanthiza,murina,-999,New Guinea Thornbill,-999,2,-999,8.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Acanthiza,nana,-999,Yellow Thornbill,-999,3,-999,6.35,-999,-999,-999,-999,-999,1.34,-999,-999,-999,-999,-999,6.3,6.5,6.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Acanthiza,pusilla,-999,Brown Thornbill,-999,2.7,-999,7.6,-999,-999,-999,-999,-999,1.4,-999,-999,-999,-999,-999,7.5,8.6,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Acanthiza,reguloides,-999,Buff-rumped Thornbill,-999,3.7,-999,7.7,-999,-999,-999,-999,-999,1.22,-999,-999,-999,-999,-999,7.4,7.7,7.725,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Acanthiza,robustirostris,-999,Slaty-backed Thornbill,-999,2.7,-999,6.05,-999,-999,-999,-999,-999,1.33,-999,-999,-999,-999,-999,5.9,6.2,5.95,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Acanthiza,uropygialis,-999,Chestnut-rumped Thornbill,-999,3,-999,6.35,-999,-999,-999,-999,-999,1.18,-999,-999,-999,-999,-999,6.2,6.5,6.225,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Acanthornis,magna,-999,Scrubtit,-999,3.25,-999,10.2,-999,-999,-999,-999,-999,1.8,-999,-999,-999,-999,-999,9.6,10.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Aphelocephala,leucopsis,-999,Southern Whiteface,-999,3.35,-999,12.35,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,-999,13.3,13.3,12.2375,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Aphelocephala,nigricincta,-999,Banded Whiteface,-999,2.65,-999,10.45,-999,-999,-999,-999,-999,1.52,-999,-999,-999,-999,-999,10.1,10.8,10.45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Aphelocephala,pectoralis,-999,Chestnut-breasted Whiteface,-999,2.75,-999,9.75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Calamanthus,campestris,-999,Rufous Fieldwren,-999,3.25,-999,13.625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,11.7,13.6,13.7875,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Calamanthus,cautus,-999,Shy Heathwren,-999,2.7,-999,15.2,-999,-999,-999,-999,-999,2.68,-999,-999,-999,-999,-999,15.2,16.1,14.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Calamanthus,fuliginosus,-999,Striated Fieldwren,-999,3.25,-999,21.7,-999,-999,-999,-999,-999,2.97,-999,-999,-999,-999,-999,18.8,21.7,22.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Calamanthus,montanellus,-999,Western Fieldwren,-999,3.25,-999,13.625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,11.7,13.6,13.7875,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Calamanthus,pyrrhopygius,-999,Chestnut-rumped Heathwren,-999,2.45,-999,16.7,-999,-999,-999,-999,-999,2.15,-999,-999,-999,-999,-999,16,17.4,16.65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Crateroscelis,murina,-999,Rusty Mouse-warbler,-999,-999,-999,15,-999,-999,-999,-999,-999,3.57,-999,-999,-999,-999,-999,17,-999,13.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Crateroscelis,nigrorufa,-999,Bicolored Mouse-warbler,-999,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Crateroscelis,robusta,-999,Mountain Mouse-warbler,-999,-999,-999,18.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Gerygone,albofrontata,-999,Chatham Gerygone,-999,3,-999,10.3,-999,-999,-999,-999,-999,1.74,-999,-999,-999,-999,-999,9.5,11.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Gerygone,chloronota,-999,Green-backed Gerygone,-999,2.45,-999,6.5,-999,-999,-999,-999,-999,1.33,-999,-999,-999,-999,-999,6.4,6.6,6.55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Gerygone,chrysogaster,-999,Yellow-bellied Gerygone,-999,3,-999,7.7,-999,-999,-999,-999,-999,1.54,-999,-999,-999,-999,-999,-999,-999,7.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Gerygone,cinerea,-999,Ashy Gerygone,-999,-999,-999,7.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Gerygone,dorsalis,-999,Rufous-sided Gerygone,-999,2.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Gerygone,flavolateralis,-999,Fan-tailed Gerygone,-999,-999,-999,6.15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Gerygone,fusca,-999,Western Gerygone,-999,2.45,-999,5.4,-999,-999,-999,-999,-999,1.11,-999,-999,-999,-999,-999,5.2,5.6,5.475,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Gerygone,hypoxantha,-999,Biak Gerygone,-999,2.45,-999,6.8,-999,-999,-999,-999,-999,1.33,-999,-999,-999,-999,-999,6.7,7.5,6.75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Gerygone,igata,-999,Grey Gerygone,-999,3.35,-999,6.4,-999,-999,-999,-999,-999,1.28,-999,-999,-999,-999,-999,6.3,6,6.45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Gerygone,inornata,-999,Plain Gerygone,-999,2.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Gerygone,levigaster,-999,Mangrove Gerygone,-999,2.7,-999,6.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5.9,6.4,6.725,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Gerygone,magnirostris,-999,Large-billed Gerygone,-999,2.45,-999,6.8,-999,-999,-999,-999,-999,1.33,-999,-999,-999,-999,-999,6.7,7.5,6.75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Gerygone,modesta,-999,Norfolk Gerygone,-999,3.2,-999,7,-999,-999,-999,-999,-999,1.28,-999,-999,-999,-999,-999,7.1,6.7,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Gerygone,mouki,-999,Brown Gerygone,-999,2.45,-999,5.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5.3,5.2,5.625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Gerygone,olivacea,-999,White-throated Gerygone,-999,2.7,-999,6.475,-999,-999,-999,-999,-999,1.4,-999,-999,-999,-999,-999,6.1,6.3,6.6125,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Gerygone,palpebrosa,-999,Fairy Gerygone,-999,2.2,-999,7.475,-999,-999,-999,-999,-999,1.5,-999,-999,-999,-999,-999,7.65,7.5,7.425,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Gerygone,ruficollis,-999,Brown-breasted Gerygone,-999,-999,-999,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Gerygone,sulphurea,-999,Golden-bellied Gerygone,-999,2.4,-999,5.625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5.625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Gerygone,tenebrosa,-999,Dusky Gerygone,-999,2.2,-999,7.85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.4,8.3,7.65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Oreoscopus,gutturalis,-999,Fernwren,-999,2,-999,20,-999,-999,-999,-999,-999,3.25,-999,-999,-999,-999,-999,14.6,18.6,20.15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Origma,solitaria,-999,Rockwarbler,-999,3,-999,14.35,-999,-999,-999,-999,-999,2.57,-999,-999,-999,-999,-999,14,14.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Pachycare,flavogriseum,-999,Goldenface,-999,2,-999,15.975,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15.975,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Pycnoptilus,floccosus,-999,Pilotbird,-999,1.7,-999,31.4,-999,-999,-999,-999,-999,5.15,-999,-999,-999,-999,-999,32.4,30.8,29,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Pyrrholaemus,brunneus,-999,Redthroat,-999,3.25,-999,12.5,-999,-999,-999,-999,-999,2.04,-999,-999,-999,-999,-999,11.4,12.2,13.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Pyrrholaemus,sagittatus,-999,Speckled Warbler,-999,3.25,-999,13.3,-999,-999,-999,-999,-999,2.3,-999,-999,-999,-999,-999,12.9,13.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Sericornis,arfakianus,-999,Grey-green Scrubwren,-999,-999,-999,8.55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8.55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Sericornis,beccarii,-999,Tropical Scrubwren,-999,2.65,-999,11.7375,-999,-999,-999,-999,-999,1.79,-999,-999,-999,-999,-999,11,13.25,11.7375,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Sericornis,citreogularis,-999,Yellow-throated Scrubwren,-999,2.75,-999,17.4,-999,-999,-999,-999,-999,3.88,-999,-999,-999,-999,-999,17,18.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Sericornis,frontalis,-999,White-browed Scrubwren,-999,2.7,-999,13.2,-999,-999,-999,-999,-999,2.45,-999,-999,-999,-999,-999,12.93333333,13.96666667,12.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Sericornis,humilis,-999,Tasmanian Scrubwren,-999,2.45,-999,18.3,-999,-999,-999,-999,-999,3.4,-999,-999,-999,-999,-999,17,19.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Sericornis,keri,-999,Atherton Scrubwren,-999,2,-999,11.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10.8,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Sericornis,magnirostra,-999,Large-billed Scrubwren,-999,3.25,-999,9.75,-999,-999,-999,-999,-999,2.1,-999,-999,-999,-999,-999,9.5,9.85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Sericornis,nouhuysi,-999,Large Scrubwren,-999,-999,-999,16.625,-999,-999,-999,-999,-999,3.22,-999,-999,-999,-999,-999,17,-999,16.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Sericornis,papuensis,-999,Papuan Scrubwren,-999,1,-999,11.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,11.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Sericornis,perspicillatus,-999,Buff-faced Scrubwren,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Sericornis,spilodera,-999,Pale-billed Scrubwren,-999,-999,-999,11.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,11.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Sericornis,virgatus,-999,Perplexing Scrubwren,-999,2.65,-999,12.0875,-999,-999,-999,-999,-999,1.79,-999,-999,-999,-999,-999,11,13.25,12.0875,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acanthizidae,Smicrornis,brevirostris,-999,Weebill,-999,2.7,-999,5.35,-999,-999,-999,-999,-999,1.03,-999,-999,-999,-999,-999,6.2,6,5.325,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acrocephalidae,Acrocephalus,aequinoctialis,-999,Bokikokiko,-999,-999,-999,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acrocephalidae,Acrocephalus,agricola,-999,Paddyfield Warbler,-999,4.5,-999,9.55,-999,-999,-999,-999,-999,1.47,-999,-999,-999,-999,-999,10.9,11.2,9.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acrocephalidae,Acrocephalus,arundinaceus,-999,Great Reed Warbler,364.234,4.2,1.5,30.175,10.08333333,-999,-999,2.28,-999,3.15,14.5,16,10,365,-999,28.95,31.3,30.175,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acrocephalidae,Acrocephalus,astrolabii,-999,Mangareva Reed Warbler,-999,-999,-999,32.225,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,36.45,27.775,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acrocephalidae,Acrocephalus,australis,-999,Australian Reed Warbler,-999,4.2,-999,24.2,10.6,-999,-999,-999,-999,2.555,-999,-999,8.5915,-999,-999,21.5,27.8,24.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acrocephalidae,Acrocephalus,baeticatus,-999,African Reed Warbler,-999,2.55,-999,10.2,-999,-999,-999,-999,-999,1.58,-999,-999,-999,-999,-999,10,-999,10.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acrocephalidae,Acrocephalus,bistrigiceps,-999,Black-browed Reed Warbler,-999,4.9,-999,8.5,-999,-999,-999,-999,-999,1.33,-999,-999,-999,-999,-999,8.25,9.45,7.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acrocephalidae,Acrocephalus,brevipennis,-999,Cape Verde Warbler,-999,2.5,-999,16.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,16,16.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acrocephalidae,Acrocephalus,concinens,-999,Blunt-winged Warbler,-999,3.5,-999,8.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acrocephalidae,Acrocephalus,dumetorum,-999,Blyth's Reed Warbler,-999,4.2,-999,11.525,7.8,-999,-999,-999,-999,1.68,-999,11,7.75,-999,-999,11.4,11.95,11.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acrocephalidae,Acrocephalus,familiaris,-999,Millerbird,-999,-999,-999,18.25,5,-999,-999,-999,-999,-999,-999,-999,4.2,-999,-999,-999,-999,18.25,-999,-999,16.5,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acrocephalidae,Acrocephalus,gracilirostris,-999,Lesser Swamp Warbler,-999,2.35,-999,14.4,-999,-999,-999,-999,-999,2.13,-999,-999,-999,-999,-999,-999,-999,14.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acrocephalidae,Acrocephalus,griseldis,-999,Basra Reed Warbler,364.234,4.2,1.5,30,10.08333333,-999,-999,2.28,-999,3.15,14.5,16,10,365,-999,28.95,31.3,21.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acrocephalidae,Acrocephalus,hiwae,-999,Saipan Reed Warbler,-999,-999,-999,32.225,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,36.45,27.775,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acrocephalidae,Acrocephalus,kerearako,-999,Cook Reed Warbler,-999,-999,-999,22.575,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,22,27,22.575,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acrocephalidae,Acrocephalus,luscinius,-999,Nightingale Reed Warbler,-999,-999,-999,32.225,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,36.45,27.775,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acrocephalidae,Acrocephalus,melanopogon,-999,Moustached Warbler,365,4,-999,11,11.25,-999,-999,-999,-999,1.6,-999,-999,9.8,365,-999,12.6,12.15,11,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acrocephalidae,Acrocephalus,newtoni,-999,Madagascan Swamp Warbler,-999,3,-999,17.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acrocephalidae,Acrocephalus,nijoi,-999,Aguiguan Reed Warbler,-999,-999,-999,32.225,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,36.45,27.775,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acrocephalidae,Acrocephalus,orientalis,-999,Oriental Reed Warbler,-999,-999,-999,25.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acrocephalidae,Acrocephalus,paludicola,-999,Aquatic Warbler,-999,4.935,-999,12.05,-999,-999,-999,-999,-999,1.49,-999,-999,-999,-999,-999,11.65,10.1,12.125,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acrocephalidae,Acrocephalus,palustris,-999,Marsh Warbler,364.234,4.41,1,12,9.8,-999,-999,-999,-999,1.85,11.5,12,8.999833333,365,-999,11.95,12.6,11.75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acrocephalidae,Acrocephalus,rehsei,-999,Nauru Reed Warbler,-999,-999,-999,32.225,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,36.45,27.775,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acrocephalidae,Acrocephalus,rimitarae,-999,Rimatara Reed Warbler,-999,-999,-999,26.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,22,27,26.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acrocephalidae,Acrocephalus,rodericanus,-999,Rodrigues Warbler,-999,-999,-999,11.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,11.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acrocephalidae,Acrocephalus,rufescens,-999,Greater Swamp Warbler,-999,2.45,-999,21.55,-999,-999,-999,-999,-999,2.22,-999,-999,-999,-999,-999,21.5,23.9,19.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acrocephalidae,Acrocephalus,schoenobaenus,-999,Sedge Warbler,364.234,5.5,1.5,11.9,11.83333333,-999,-999,-999,-999,1.65,13.5,13.5,10.0915,365,-999,11.4,12.55,11.875,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acrocephalidae,Acrocephalus,scirpaceus,-999,Eurasian Reed Warbler,364.234,3.9,1.5,11.8,14,-999,-999,-999,-999,1.67,11.5,12,12.45,365,-999,11.8,11.8,11.525,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acrocephalidae,Acrocephalus,sechellensis,-999,Seychelles Warbler,-999,-999,-999,15.9,14,-999,-999,-999,-999,-999,-999,-999,14,-999,-999,15,16.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acrocephalidae,Acrocephalus,stentoreus,-999,Clamorous Reed Warbler,-999,4.2,-999,24.2,10.6,-999,-999,-999,-999,2.555,-999,-999,8.5915,-999,-999,21.5,27.8,24.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acrocephalidae,Acrocephalus,syrinx,-999,Carolinian Reed Warbler,-999,-999,-999,32.225,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,36.45,27.775,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acrocephalidae,Acrocephalus,taiti,-999,Henderson Reed Warbler,-999,-999,-999,24.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,22.8,26.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acrocephalidae,Acrocephalus,tangorum,-999,Manchurian Reed Warbler,-999,4.9,-999,8.5,-999,-999,-999,-999,-999,1.33,-999,-999,-999,-999,-999,8.25,9.45,7.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Acrocephalidae,Acrocephalus,vaughani,-999,Pitcairn Reed Warbler,-999,-999,-999,24.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,22,27,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
