class,order,family,genus,species,subspecies,common_name,female_maturity_d,litter_or_clutch_size_n,litters_or_clutches_per_y,adult_body_mass_g,maximum_longevity_y,gestation_d,weaning_d,birth_or_hatching_weight_g,weaning_weight_g,egg_mass_g,incubation_d,fledging_age_d,longevity_y,male_maturity_d,inter_litter_or_interbirth_interval_y,female_body_mass_g,male_body_mass_g,no_sex_body_mass_g,egg_width_mm,egg_length_mm,fledging_mass_g,adult_svl_cm,male_svl_cm,female_svl_cm,birth_or_hatching_svl_cm,female_svl_at_maturity_cm,female_body_mass_at_maturity_g,no_sex_svl_cm,no_sex_maturity_d
Aves,Passeriformes,Nectariniidae,Anthreptes,reichenowi,-999,Plain-backed Sunbird,-999,2.2,-999,7.45,-999,-999,-999,-999,-999,0.91,-999,-999,-999,-999,-999,7.1,7.75,7.35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Anthreptes,rhodolaemus,-999,Red-throated Sunbird,-999,1,-999,13.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,13.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Anthreptes,rubritorques,-999,Banded Green Sunbird,-999,2,-999,10.65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9.9,11.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Anthreptes,seimundi,-999,Little Green Sunbird,-999,2,-999,6.2,-999,-999,-999,-999,-999,0.93,-999,-999,-999,-999,-999,5.7,7.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Anthreptes,simplex,-999,Plain Sunbird,-999,2,-999,9.425,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8.975,9.45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Arachnothera,affinis,-999,Streaky-breasted Spiderhunter,-999,1.4,-999,26.05,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.05,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Arachnothera,chrysogenys,-999,Yellow-eared Spiderhunter,-999,2,-999,23.225,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,23.225,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Arachnothera,clarae,-999,Naked-faced Spiderhunter,-999,-999,-999,30.625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,30.625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Arachnothera,crassirostris,-999,Thick-billed Spiderhunter,-999,-999,-999,15.975,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15.975,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Arachnothera,dilutior,-999,Pale Spiderhunter,-999,2.2,2,13,5.5,-999,-999,-999,-999,1.62,-999,-999,5.5,-999,-999,11.25,13.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Arachnothera,everetti,-999,Bornean Spiderhunter,-999,1.4,-999,24.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Arachnothera,flammifera,-999,Orange-tufted Spiderhunter,-999,2.2,2,13,5.5,-999,-999,-999,-999,1.62,-999,-999,5.5,-999,-999,11.25,13.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Arachnothera,flavigaster,-999,Spectacled Spiderhunter,-999,-999,-999,38.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,38.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Arachnothera,longirostra,-999,Little Spiderhunter,-999,2.2,2,13,5.5,-999,-999,-999,-999,1.62,-999,-999,5.5,-999,-999,11.25,13.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Arachnothera,magna,-999,Streaked Spiderhunter,-999,2.2,-999,29,-999,-999,-999,-999,-999,2.85,-999,-999,-999,-999,-999,25,-999,29.85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Arachnothera,modesta,-999,Grey-breasted Spiderhunter,-999,1.4,-999,24.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Arachnothera,robusta,-999,Long-billed Spiderhunter,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Chalcomitra,adelberti,-999,Buff-throated Sunbird,-999,4,-999,9.75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9.4,10.1,9.725,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Chalcomitra,amethystina,-999,Amethyst Sunbird,-999,2,2,13.3,-999,-999,-999,-999,-999,1.72,14,16,-999,-999,-999,12.6,13.95,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Chalcomitra,balfouri,-999,Socotra Sunbird,-999,-999,-999,11.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,11.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Chalcomitra,fuliginosa,-999,Carmelite Sunbird,-999,2,-999,12.05,-999,-999,-999,-999,-999,1.88,-999,-999,-999,-999,-999,12.05,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Chalcomitra,hunteri,-999,Hunter's Sunbird,-999,1.7,2.5,11.8,-999,-999,-999,-999,-999,1.47,14.3,17,-999,-999,-999,10,11.1,11.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Chalcomitra,rubescens,-999,Green-throated Sunbird,-999,2,-999,10.85,-999,-999,-999,-999,-999,1.33,-999,-999,-999,-999,-999,9.6,11.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Chalcomitra,senegalensis,-999,Scarlet-chested Sunbird,-999,1.85,2.5,12.175,-999,-999,-999,-999,-999,1.47,14.3,17,-999,-999,-999,11.66666667,12.58333333,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Chalcoparia,singalensis,-999,Ruby-cheeked Sunbird,-999,2,-999,8.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,abbotti,-999,Abbott's Sunbird,-999,1.85,-999,6.9,-999,-999,-999,-999,-999,0.96,-999,-999,-999,-999,-999,6.8,7.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,afer,-999,Greater Double-collared Sunbird,-999,2,3,11.575,-999,-999,-999,-999,-999,1.6,15,-999,-999,-999,-999,10.675,12.225,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,asiaticus,-999,Purple Sunbird,-999,2,2,8.1,22,-999,-999,-999,-999,1.08,14.5,15,22,-999,-999,8,8.2,8.05,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,batesi,-999,Bates's Sunbird,-999,1.4,-999,6.325,-999,-999,-999,-999,-999,0.96,-999,-999,-999,-999,-999,-999,-999,6.325,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,bifasciatus,-999,Purple-banded Sunbird,-999,1.7,-999,7.1,-999,-999,-999,-999,-999,0.9,-999,-999,-999,-999,-999,6.8,7.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,bouvieri,-999,Orange-tufted Sunbird,-999,2,-999,8.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,chalcomelas,-999,Violet-breasted Sunbird,-999,-999,-999,8.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,chalybeus,-999,Southern Double-collared Sunbird,-999,2.1,2,7.9125,-999,-999,-999,-999,-999,1.16,14.5,16.5,-999,-999,-999,7.3,8.425,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,chloropygius,-999,Olive-bellied Sunbird,-999,1.7,-999,6.5,-999,-999,-999,-999,-999,0.84,-999,-999,-999,-999,-999,-999,7.1,6.35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,coccinigastrus,-999,Splendid Sunbird,-999,1.4,-999,14.3,-999,-999,-999,-999,-999,1.59,-999,-999,-999,-999,-999,-999,14.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,comorensis,-999,Anjouan Sunbird,-999,1.7,-999,7.675,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.175,8.275,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,coquerellii,-999,Mayotte Sunbird,-999,-999,-999,8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,cupreus,-999,Copper Sunbird,-999,1.85,-999,8.5,-999,-999,-999,-999,-999,1.09,-999,16,-999,-999,-999,8.35,9.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,dussumieri,-999,Seychelles Sunbird,-999,-999,-999,10.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,erythrocercus,-999,Red-chested Sunbird,-999,1.85,-999,8.625,-999,-999,-999,-999,-999,1.11,-999,-999,-999,-999,-999,8.4,9.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,fuelleborni,-999,Forest Double-collared Sunbird,-999,1.4,-999,8.15,-999,-999,-999,-999,-999,1.19,-999,-999,-999,-999,-999,7.8,8.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,fuscus,-999,Dusky Sunbird,-999,2.2,-999,7.975,-999,-999,-999,-999,-999,0.97,-999,-999,-999,-999,-999,7.4,8.75,8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,habessinicus,-999,Shining Sunbird,-999,1.4,-999,9.075,-999,-999,-999,-999,-999,1.33,-999,-999,-999,-999,-999,8.6,10.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,hofmanni,-999,Hofmann's Sunbird,-999,1.4,-999,10.1,-999,-999,-999,-999,-999,1.07,-999,-999,-999,-999,-999,10.125,8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,humbloti,-999,Humblot's Sunbird,-999,-999,-999,6.575,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.575,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,johannae,-999,Johanna's Sunbird,-999,1.4,-999,13.05,-999,-999,-999,-999,-999,2.02,-999,-999,-999,-999,-999,12.4,13.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,jugularis,-999,Olive-backed Sunbird,-999,2.2,2,8.6,9,-999,-999,-999,-999,1.165,-999,-999,9,-999,-999,8.45,9.75,8.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,lotenius,-999,Loten's Sunbird,-999,2.2,-999,8.75,-999,-999,-999,-999,-999,1.23,15,-999,-999,-999,-999,7.5,9.5,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,loveridgei,-999,Loveridge's Sunbird,-999,-999,-999,10.275,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9.15,10.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,ludovicensis,-999,Ludwig's Double-collared Sunbird,-999,2,3,8.95,-999,-999,-999,-999,-999,1.6,15,-999,-999,-999,-999,8.2,9.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,manoensis,-999,Miombo Double-collared Sunbird,-999,2.1,2,9,-999,-999,-999,-999,-999,1.16,14.5,16.5,-999,-999,-999,8.5,9.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,mariquensis,-999,Marico Sunbird,-999,1.85,2,11.4,-999,-999,-999,-999,-999,1.2,14,-999,-999,-999,-999,11.05,12.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,mediocris,-999,Eastern Double-collared Sunbird,-999,1.4,-999,8.15,-999,-999,-999,-999,-999,1.19,-999,-999,-999,-999,-999,7.8,8.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,minullus,-999,Tiny Sunbird,-999,1.4,-999,5.7,-999,-999,-999,-999,-999,0.77,-999,-999,-999,-999,-999,5.8,-999,5.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,moreaui,-999,Moreau's Sunbird,-999,-999,-999,8.225,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.95,8.55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,nectarinioides,-999,Black-bellied Sunbird,-999,1.4,-999,4.8,-999,-999,-999,-999,-999,1.2,-999,-999,-999,-999,-999,4,5,4.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,neergaardi,-999,Neergaard's Sunbird,-999,2,-999,6.15,-999,-999,-999,-999,-999,1.06,-999,-999,-999,-999,-999,5.8,6.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,notatus,-999,Malagasy Green Sunbird,-999,1.4,-999,14,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,13.9,15.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,osea,-999,Palestine Sunbird,-999,2.05,-999,7.333333333,-999,-999,-999,-999,-999,0.98,-999,-999,-999,-999,-999,6.8,7.6,7.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,prigoginei,-999,Prigogine's Double-collared Sunbird,-999,2,3,10.625,-999,-999,-999,-999,-999,1.6,15,-999,-999,-999,-999,9.8,12.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,pulchellus,-999,Beautiful Sunbird,-999,1.7,2,6.85,5.666666667,-999,-999,-999,-999,1.11,-999,-999,5.666666667,-999,-999,6.6,7.5,6.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,regius,-999,Regal Sunbird,-999,1,-999,6.5,-999,-999,-999,-999,-999,1.3,-999,-999,-999,-999,-999,6.2,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,reichenowi,-999,Northern Double-collared Sunbird,-999,1.4,-999,6.825,-999,-999,-999,-999,-999,0.95,-999,-999,-999,-999,-999,6.05,6.55,6.825,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,rockefelleri,-999,Rockefeller's Sunbird,-999,-999,-999,5.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,rufipennis,-999,Rufous-winged Sunbird,-999,-999,-999,9.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8.4,9.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,shelleyi,-999,Shelley's Sunbird,-999,1.4,-999,10.1,-999,-999,-999,-999,-999,1.07,-999,-999,-999,-999,-999,10.125,8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,sovimanga,-999,Souimanga Sunbird,-999,1.85,-999,6.9,-999,-999,-999,-999,-999,0.96,-999,-999,-999,-999,-999,6.8,7.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,stuhlmanni,-999,Ruwenzori Double-collared Sunbird,-999,2,3,10.45,-999,-999,-999,-999,-999,1.6,15,-999,-999,-999,-999,9.9,11.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,superbus,-999,Superb Sunbird,-999,1.7,-999,16.75,-999,-999,-999,-999,-999,2.18,-999,-999,-999,-999,-999,14.7,18,16.85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,talatala,-999,White-bellied Sunbird,-999,1.7,-999,8.1,-999,-999,-999,-999,-999,1.12,13,14.5,-999,-999,-999,7.6,8.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,tsavoensis,-999,Tsavo Sunbird,-999,1.7,-999,6.8,-999,-999,-999,-999,-999,0.9,-999,-999,-999,-999,-999,6.4,7.6,6.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,ursulae,-999,Ursula's Sunbird,-999,1.4,-999,6.4,-999,-999,-999,-999,-999,0.98,-999,-999,-999,-999,-999,-999,-999,6.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,usambaricus,-999,Usambara Double-collared Sunbird,-999,1.4,-999,8.15,-999,-999,-999,-999,-999,1.19,-999,-999,-999,-999,-999,7.8,8.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cinnyris,venustus,-999,Variable Sunbird,-999,1.85,-999,6.5,-999,-999,-999,-999,-999,0.99,14,18,-999,-999,-999,6.5,7,6.325,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cyanomitra,alinae,-999,Blue-headed Sunbird,-999,1.4,-999,12.45,-999,-999,-999,-999,-999,1.49,-999,-999,-999,-999,-999,11.7,13.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cyanomitra,bannermani,-999,Bannerman's Sunbird,-999,2,-999,14.05,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,14.05,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cyanomitra,cyanolaema,-999,Blue-throated Brown Sunbird,-999,2,-999,16.775,-999,-999,-999,-999,-999,1.48,-999,-999,-999,-999,-999,16.15,16.9,16.775,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cyanomitra,olivacea,-999,Olive Sunbird,-999,1.7,-999,11.15,-999,-999,-999,-999,-999,1.38,15,14,-999,-999,-999,9.8,11.2,10.175,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cyanomitra,oritis,-999,Cameroon Sunbird,-999,2,-999,11.2,-999,-999,-999,-999,-999,1.32,-999,-999,-999,-999,-999,10.4,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cyanomitra,veroxii,-999,Grey Sunbird,-999,1.4,-999,10.05,-999,-999,-999,-999,-999,1.44,-999,-999,-999,-999,-999,9.7,10.4,10.75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Cyanomitra,verticalis,-999,Green-headed Sunbird,-999,2,-999,13.7,-999,-999,-999,-999,-999,1.9,-999,-999,-999,-999,-999,13.35,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Deleornis,axillaris,-999,Grey-headed Sunbird,-999,-999,-999,12.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10.475,12.65,12.93,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Deleornis,fraseri,-999,Fraser's Sunbird,-999,-999,-999,12.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10.525,12.65,12.93,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Drepanorhynchus,reichenowi,-999,Golden-winged Sunbird,-999,1,-999,14.75,-999,-999,-999,-999,-999,2.02,-999,-999,-999,-999,-999,13.7,15.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Dreptes,thomensis,-999,Giant Sunbird,-999,-999,-999,22.35,-999,-999,-999,-999,-999,2.43,-999,-999,-999,-999,-999,18.475,26.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Hedydipna,collaris,-999,Collared Sunbird,-999,2.25,2,8.175,-999,-999,-999,-999,-999,1.075,-999,15.5,-999,-999,-999,8.15,7.8,7.975,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Hedydipna,metallica,-999,Nile Valley Sunbird,-999,1.725,-999,7.1,-999,-999,-999,-999,-999,1.005,-999,-999,-999,-999,-999,6.5,6.75,7.225,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Hedydipna,pallidigaster,-999,Amani Sunbird,-999,3,-999,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.2,6.8,6.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Hedydipna,platura,-999,Pygmy Sunbird,-999,1.575,-999,6.6,-999,-999,-999,-999,-999,0.88,-999,-999,-999,-999,-999,6,6.5,6.65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Hypogramma,hypogrammicum,-999,Purple-naped Sunbird,-999,2.4,-999,11.45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,11.45,11.3875,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Leptocoma,brasiliana,-999,Van Hasselt's Sunbird,-999,2,-999,6.375,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.375,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Leptocoma,minima,-999,Crimson-backed Sunbird,-999,2,-999,4.75,-999,-999,-999,-999,-999,0.76,-999,-999,-999,-999,-999,4.5,-999,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Leptocoma,sericea,-999,Black Sunbird,-999,2.2,-999,10,-999,-999,-999,-999,-999,1.4,-999,-999,-999,-999,-999,10,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Leptocoma,sperata,-999,Purple-throated Sunbird,-999,2,-999,6.375,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.375,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Leptocoma,zeylonica,-999,Purple-rumped Sunbird,-999,2.2,-999,8.75,-999,-999,-999,-999,-999,1.15,14.5,16.5,-999,-999,-999,8,9,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Nectarinia,bocagii,-999,Bocage's Sunbird,-999,2,-999,14.775,-999,-999,-999,-999,-999,1.96,-999,-999,-999,-999,-999,-999,14.775,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Nectarinia,calcostetha,-999,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Nectarinia,famosa,-999,Malachite Sunbird,-999,2,2.5,14.7,-999,-999,-999,-999,-999,1.6,13,18,-999,-999,-999,13.4,15.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Nectarinia,johnstoni,-999,Scarlet-tufted Sunbird,-999,1.2,-999,15.7,-999,-999,-999,-999,-999,1.9,-999,-999,-999,-999,-999,14.375,16.15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Nectariniidae,Nectarinia,kilimensis,-999,Bronzy Sunbird,-999,1.4,-999,15.325,-999,-999,-999,-999,-999,1.86,-999,-999,-999,-999,-999,14.65,16.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
